# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DSCAM-IT1	DSCAM-IT1	NR_046774.2		0	1	0	31	0	0	0	0	0	0	0	5	0	17	0	1	0	0	1	0	0	9
DSCR10	DSCR10	NR_027695.1		0	0	0	18	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	8
DSCR4	DSCR4	NR_147130.1		0	0	0	95	0	0	0	0	0	0	0	10	0	73	0	3	0	0	0	0	0	9
DSCR8	DSCR8	NR_026838.1		0	0	0	57	0	0	0	0	0	0	0	4	0	48	0	1	0	0	0	0	0	4
DSCR8	DSCR8	NR_026839.1		0	0	0	57	0	0	0	0	0	0	0	4	0	48	0	1	0	0	0	0	0	4
DSCR8	DSCR8	NR_026840.1		0	0	0	57	0	0	0	0	0	0	0	4	0	48	0	1	0	0	0	0	0	4
DSCR8	DSCR8	NR_026841.1		0	0	0	57	0	0	0	0	0	0	0	4	0	48	0	1	0	0	0	0	0	4
DSCR8	DSCR8	NR_026842.1		0	0	0	57	0	0	0	0	0	0	0	4	0	48	0	1	0	0	0	0	0	4
DSCR9	DSCR9	NR_026719.2		0	0	0	43	0	0	0	0	0	0	0	5	0	17	0	5	0	0	0	0	0	16
DYRK1A	DYRK1A	NM_001347721.2	protein_coding	0	0	0	176	21	0	0	0	0	0	0	7	0	144	0	0	0	0	0	0	0	4
DYRK1A	DYRK1A	NM_001347722.2	protein_coding	0	0	0	177	21	0	0	0	0	0	0	7	0	144	0	0	0	0	0	0	0	5
DYRK1A	DYRK1A	NM_001347723.1	protein_coding	0	0	0	163	3	0	0	0	0	0	0	12	0	144	0	0	0	0	0	0	0	4
DYRK1A	DYRK1A	NM_001396.4	protein_coding	0	0	0	164	3	0	0	0	0	0	0	12	0	144	0	0	0	0	0	0	0	5
DYRK1A	DYRK1A	NM_101395.2	protein_coding	0	1	0	159	3	0	1	0	0	0	0	12	0	142	0	0	0	0	0	0	1	1
DYRK1A	DYRK1A	NM_130436.2	protein_coding	0	0	0	117	3	0	5	0	0	0	0	12	0	93	0	0	0	0	0	0	0	4
DYRK1A	DYRK1A	NM_130438.2	protein_coding	0	0	0	116	3	0	0	0	0	0	0	12	0	93	0	0	0	0	0	0	0	8
ERG	ERG	NM_001136154.1	protein_coding	0	0	0	505	2	0	1	0	0	0	0	0	0	494	0	0	0	0	0	0	0	8
ERG	ERG	NM_001136155.1	protein_coding	0	1	0	193	2	1	1	0	0	0	0	0	0	183	0	0	0	0	0	0	0	7
ERG	ERG	NM_001243428.1	protein_coding	0	0	0	505	2	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	12
ERG	ERG	NM_001243429.1	protein_coding	0	0	0	380	2	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	5
ERG	ERG	NM_001243432.2	protein_coding	0	0	0	513	0	0	1	0	0	0	0	4	0	500	0	0	0	0	0	0	0	8
ERG	ERG	NM_001291391.1	protein_coding	0	0	0	488	0	0	1	0	0	0	0	4	0	475	0	0	0	0	0	0	0	8
ERG	ERG	NM_001331025.2	protein_coding	0	1	0	193	2	1	1	0	0	0	0	0	0	183	0	0	0	0	0	0	0	7
ERG	ERG	NM_004449.4	protein_coding	0	0	0	505	2	0	1	0	0	0	0	0	0	494	0	0	0	0	0	0	0	8
ERG	ERG	NM_182918.4	protein_coding	0	1	0	193	2	1	1	0	0	0	0	0	0	183	0	0	0	0	0	0	0	7
ERG	ERG	NR_111949.2		0	0	0	355	0	0	0	0	0	0	0	5	0	338	0	4	0	0	0	0	0	8
ERVH48-1	ERVH48-1	NM_001308491.1	protein_coding	0	1	0	32	3	1	4	0	0	0	0	11	0	6	0	0	0	0	0	0	0	8
ETS2	ETS2	NM_001256295.2	protein_coding	0	2	1	40	2	0	0	0	0	0	0	5	0	21	1	0	0	0	0	0	2	12
ETS2	ETS2	NM_005239.6	protein_coding	0	2	1	38	2	0	0	0	0	0	0	5	0	21	1	0	0	0	0	0	2	10
EVA1C	EVA1C	NM_001286556.2	protein_coding	0	2	0	209	1	0	0	0	0	0	0	11	0	185	0	0	0	0	0	0	2	12
EVA1C	EVA1C	NM_001320744.2	protein_coding	0	2	0	209	1	0	0	0	0	0	0	11	0	185	0	0	0	0	0	0	2	12
EVA1C	EVA1C	NM_001320745.2	protein_coding	0	1	0	211	1	0	0	0	0	0	0	11	0	186	0	0	0	0	0	0	1	13
EVA1C	EVA1C	NM_058187.5	protein_coding	0	2	0	209	1	0	0	0	0	0	0	11	0	185	0	0	0	0	0	0	2	12
EVA1C	EVA1C	NR_104472.2		0	0	0	211	0	0	0	0	0	0	0	11	0	185	0	3	0	0	0	0	0	12
EVA1C	EVA1C	NR_135467.2		0	0	0	211	0	0	0	0	0	0	0	11	0	185	0	3	0	0	0	0	0	12
FAM207A	FAM207A	NM_001316983.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_001316984.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_001316985.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_001316986.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_001316987.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_001316988.1	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM207A	FAM207A	NM_058190.4	protein_coding	0	0	4	121	0	0	0	0	0	0	0	11	0	96	4	0	0	0	0	0	0	14
FAM3B	FAM3B	NM_058186.4	protein_coding	0	1	1	34	1	0	0	0	0	0	0	5	0	23	1	0	0	0	1	0	1	5
FAM3B	FAM3B	NM_206964.2	protein_coding	0	1	0	35	1	0	0	0	0	0	0	5	0	24	0	0	0	0	1	0	1	5
FTCD	FTCD.2	NM_001320412.2	protein_coding	0	1	2	80	0	0	0	0	0	0	0	25	0	43	2	0	0	0	0	0	1	12
FTCD	FTCD.2	NM_006657.3.2	protein_coding	0	1	1	81	0	0	0	0	0	0	0	25	0	44	1	0	0	0	0	0	1	12
FTCD	FTCD.2	NM_206965.2	protein_coding	0	1	1	80	3	0	0	0	0	0	0	24	0	41	1	0	0	0	0	0	1	12
FTCD-AS1	FTCD-AS1	NM_001350598.1	protein_coding	0	0	1	24	0	0	1	0	0	0	0	18	0	0	1	0	0	0	0	0	0	5
GABPA	GABPA	NM_001197297.2	protein_coding	0	1	0	42	1	0	0	0	0	0	0	8	0	28	0	0	0	0	0	0	1	5
GABPA	GABPA	NM_002040.4	protein_coding	0	1	0	42	1	0	0	0	0	0	0	8	0	28	0	0	0	0	0	0	1	5
GART	GART	NM_000819.5	protein_coding	0	0	2	57	0	0	0	0	0	0	0	2	0	49	2	0	0	0	0	0	0	6
GART	GART	NM_001136005.1.2	protein_coding	0	0	2	57	0	0	1	0	0	0	0	2	0	49	2	0	0	0	0	0	0	5
GART	GART	NM_001136006.1	protein_coding	0	0	2	57	0	0	1	0	0	0	0	2	0	49	2	0	0	0	0	0	0	5
GART	GART	NM_175085.3	protein_coding	0	0	1	42	2	0	0	0	0	0	0	11	0	23	1	0	0	0	0	0	0	6
GET1	GET1	NM_001146218.2	protein_coding	0	0	0	36	3	0	0	0	0	0	0	7	0	20	0	0	0	0	0	0	0	6
GET1	GET1	NM_001350293.1	protein_coding	0	0	0	41	3	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	4
GET1	GET1	NM_001350294.1	protein_coding	0	0	0	41	3	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	4
GET1	GET1	NM_001350295.1	protein_coding	0	0	0	41	3	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	4
GET1	GET1	NM_001350296.1	protein_coding	0	0	0	41	3	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	4
GET1	GET1	NM_004627.6	protein_coding	0	0	0	41	3	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	4
GET1	GET1	NR_146614.1		0	0	0	41	0	0	0	0	0	0	0	7	0	27	0	3	0	0	0	0	0	4
GET1	GET1	NR_146615.2		0	0	0	67	0	0	0	0	0	0	0	1	0	57	0	5	0	0	0	0	0	4
GET1	GET1	NR_146616.1		0	0	0	36	0	0	0	0	0	0	0	7	0	20	0	3	0	0	0	0	0	6
GRIK1	GRIK1	NM_000830.5	protein_coding	0	2	1	386	3	0	0	0	0	0	0	7	0	373	1	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_001320616.2	protein_coding	0	2	0	405	0	0	0	0	0	0	0	2	0	400	0	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_001320618.2	protein_coding	0	2	0	405	0	0	0	0	0	0	0	2	0	400	0	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_001320621.2	protein_coding	0	1	0	406	0	0	0	0	0	0	0	2	0	401	0	0	0	0	0	0	1	3
GRIK1	GRIK1	NM_001320630.1	protein_coding	0	2	0	358	0	0	0	0	0	0	0	6	0	349	0	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_001330993.2	protein_coding	0	2	0	405	0	0	0	0	0	0	0	2	0	400	0	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_001330994.2	protein_coding	0	2	0	405	0	0	0	0	0	0	0	2	0	400	0	0	0	0	0	0	2	3
GRIK1	GRIK1	NM_175611.3	protein_coding	0	2	0	405	0	0	0	0	0	0	0	2	0	400	0	0	0	0	0	0	2	3
GRIK1-AS1	GRIK1-AS1	NR_027021.1		0	0	0	22	0	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	5
GRIK1-AS2	GRIK1-AS2	NR_033368.1		0	0	0	47	0	0	0	0	0	0	0	6	0	31	0	1	0	0	0	0	0	9
HLCS	HLCS	NM_000411.8	protein_coding	0	3	0	341	4	0	0	0	0	0	0	8	0	326	0	0	0	0	1	0	2	4
HLCS	HLCS	NM_001242784.3	protein_coding	0	3	0	280	4	0	2	0	0	0	0	8	0	248	0	0	0	0	1	0	2	19
HLCS	HLCS	NM_001242785.2	protein_coding	0	3	0	333	4	0	1	0	0	0	0	8	0	313	0	0	0	0	1	0	2	8
HLCS	HLCS	NM_001352514.2	protein_coding	0	3	0	280	4	0	0	0	0	0	0	8	0	250	0	0	0	0	1	0	2	19
HLCS	HLCS	NM_001352515.2	protein_coding	0	3	0	341	4	0	0	0	0	0	0	8	0	326	0	0	0	0	1	0	2	4
HLCS	HLCS	NM_001352516.2	protein_coding	0	3	0	333	4	0	0	0	0	0	0	8	0	313	0	0	0	0	1	0	2	9
HLCS	HLCS	NM_001352517.1	protein_coding	0	3	0	333	4	0	1	0	0	0	0	8	0	313	0	0	0	0	1	0	2	8
HLCS	HLCS	NM_001352518.1	protein_coding	0	3	0	263	4	0	0	0	0	0	0	8	0	234	0	0	0	0	1	0	2	18
HLCS	HLCS	NR_148020.2		0	1	0	343	0	0	0	0	0	0	0	8	0	325	0	7	0	0	1	0	0	4
HLCS	HLCS	NR_148021.1		0	1	0	335	0	0	0	0	0	0	0	8	0	312	0	8	0	0	1	0	0	8
HMGN1	HMGN1	NM_004965.7	protein_coding	0	1	1	30	1	0	0	0	0	0	0	10	0	17	1	0	0	0	0	0	1	2
HSF2BP	HSF2BP	NM_007031.2	protein_coding	0	1	0	118	0	1	1	0	0	0	0	0	0	109	0	0	0	0	0	0	0	8
HSPA13	HSPA13	NM_006948.5	protein_coding	0	0	1	46	5	0	0	0	0	0	0	17	0	20	1	0	0	0	0	0	0	4
HUNK	HUNK	NM_014586.2	protein_coding	0	3	2	243	25	1	1	0	0	0	0	9	0	201	2	0	0	0	0	0	2	7
ICOSLG	ICOSLG	NM_001283050.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001283051.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001283052.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001365759.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_015259.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG.2	NM_001283050.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IFNAR1	IFNAR1	NM_000629.3	protein_coding	0	0	1	55	1	0	0	0	0	0	0	3	0	37	1	0	0	0	0	0	0	14
IFNAR2	IFNAR2	NM_000874.5	protein_coding	0	0	3	80	4	0	0	0	0	0	0	6	0	67	3	0	0	0	0	0	0	3
IFNAR2	IFNAR2	NM_001289125.1	protein_coding	0	1	2	80	1	0	0	0	0	0	0	6	0	71	2	0	0	0	1	0	0	3
IFNAR2	IFNAR2	NM_001289126.1	protein_coding	0	1	2	80	1	0	0	0	0	0	0	6	0	71	2	0	0	0	1	0	0	3
IFNAR2	IFNAR2	NM_001289128.1	protein_coding	0	1	2	80	1	0	0	0	0	0	0	6	0	71	2	0	0	0	1	0	0	3
IFNAR2	IFNAR2	NM_207584.3	protein_coding	0	0	3	80	4	0	0	0	0	0	0	6	0	67	3	0	0	0	0	0	0	3
IFNAR2	IFNAR2	NM_207585.2	protein_coding	0	1	2	80	1	0	0	0	0	0	0	6	0	71	2	0	0	0	1	0	0	3
IFNGR2	IFNGR2.2	NM_001329128.1	protein_coding	0	0	1	70	1	0	0	0	0	0	0	16	0	50	1	0	0	0	0	0	0	3
IFNGR2	IFNGR2.2	NM_005534.3.2	protein_coding	0	0	1	70	1	0	0	0	0	0	0	16	0	50	1	0	0	0	0	0	0	3
IGSF5	IGSF5	NM_001080444.1	protein_coding	0	2	2	282	1	0	1	0	0	0	0	12	0	251	2	0	0	0	1	0	2	17
IL10RB	IL10RB	NM_000628.5	protein_coding	0	0	1	101	3	0	0	0	0	0	0	16	0	74	1	0	0	0	0	0	0	8
IL10RB-DT	IL10RB-DT	NR_038974.1		0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	7
ITGB2	ITGB2	NM_000211.5	protein_coding	0	5	0	128	2	0	0	0	0	0	0	12	0	105	0	0	0	0	0	0	5	9
ITGB2	ITGB2	NM_001127491.3	protein_coding	0	5	0	158	2	0	1	0	0	0	0	12	0	123	0	0	0	0	0	0	5	20
ITGB2	ITGB2	NM_001303238.2	protein_coding	0	4	0	129	2	0	1	0	0	0	0	12	0	105	0	0	0	0	0	0	4	9
ITGB2-AS1	ITGB2-AS1	NR_038311.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITGB2-AS1	ITGB2-AS1	NR_038312.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITGB2-AS1	ITGB2-AS1	NR_038313.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITGB2-AS1	ITGB2-AS1	NR_038314.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITGB2-AS1	ITGB2-AS1	NR_038315.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITGB2-AS1	ITGB2-AS1	NR_038316.1		0	0	0	58	0	0	0	0	0	0	0	22	0	16	0	4	0	0	0	0	0	16
ITSN1	ITSN1	NM_001001132.2	protein_coding	0	3	0	132	1	0	0	0	0	0	0	4	0	122	0	0	0	0	0	0	3	5
ITSN1	ITSN1	NM_001331008.2	protein_coding	0	3	0	132	1	0	0	0	0	0	0	4	0	122	0	0	0	0	0	0	3	5
ITSN1	ITSN1	NM_001331009.2	protein_coding	0	3	0	132	1	0	0	0	0	0	0	4	0	122	0	0	0	0	0	0	3	5
ITSN1	ITSN1	NM_001331010.2	protein_coding	0	6	0	243	14	0	0	0	0	0	0	14	0	210	0	0	0	0	0	0	6	5
ITSN1	ITSN1	NM_001331011.2	protein_coding	0	3	0	132	1	0	0	0	0	0	0	4	0	122	0	0	0	0	0	0	3	5
ITSN1	ITSN1	NM_001331012.2	protein_coding	0	3	0	132	1	0	0	0	0	0	0	4	0	122	0	0	0	0	0	0	3	5
ITSN1	ITSN1	NM_003024.3	protein_coding	0	6	0	243	14	0	0	0	0	0	0	14	0	210	0	0	0	0	0	0	6	5
JAM2	JAM2	NM_001270407.1	protein_coding	0	1	0	76	1	0	0	0	0	0	0	3	0	63	0	0	0	0	0	0	1	9
JAM2	JAM2	NM_001270408.2	protein_coding	0	1	0	74	0	0	0	0	0	0	0	3	0	62	0	0	0	0	0	0	1	9
JAM2	JAM2	NM_021219.4	protein_coding	0	1	0	76	1	0	0	0	0	0	0	3	0	63	0	0	0	0	0	0	1	9
JAM2	JAM2	NR_072999.2		0	0	0	77	0	0	0	0	0	0	0	3	0	63	0	2	0	0	0	0	0	9
KCNE1	KCNE1	NM_000219.6	protein_coding	0	0	0	13	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3
KCNE1	KCNE1	NM_001270402.2	protein_coding	0	0	0	12	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
KCNE1	KCNE1	NM_001270403.2	protein_coding	0	0	0	12	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
KCNE1	KCNE1	NM_001270404.2	protein_coding	0	0	0	12	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
KCNE2	KCNE2	NM_172201.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12
KCNJ15	KCNJ15	NM_001276435.1	protein_coding	0	0	1	114	2	0	0	0	0	0	0	10	0	96	1	0	0	0	0	0	0	6
KCNJ15	KCNJ15	NM_001276436.1	protein_coding	0	0	1	114	2	0	0	0	0	0	0	10	0	96	1	0	0	0	0	0	0	6
KCNJ15	KCNJ15	NM_001276437.2	protein_coding	0	0	1	191	13	0	1	0	0	0	0	6	0	141	1	0	0	0	0	0	0	30
KCNJ15	KCNJ15	NM_001276438.2	protein_coding	0	0	1	191	13	0	1	0	0	0	0	6	0	141	1	0	0	0	0	0	0	30
KCNJ15	KCNJ15	NM_001276439.2	protein_coding	0	0	1	191	13	0	1	0	0	0	0	6	0	141	1	0	0	0	0	0	0	30
KCNJ15	KCNJ15	NM_002243.5	protein_coding	0	0	1	121	13	0	0	0	0	0	0	6	0	96	1	0	0	0	0	0	0	6
KCNJ15	KCNJ15	NM_170736.3	protein_coding	0	0	1	121	13	0	0	0	0	0	0	6	0	95	1	0	0	0	0	0	0	7
KCNJ15	KCNJ15	NM_170737.2	protein_coding	0	0	1	90	2	0	1	0	0	0	0	10	0	72	1	0	0	0	0	0	0	5
KCNJ6	KCNJ6	NM_002240.5	protein_coding	0	2	0	580	31	0	0	0	0	0	0	9	0	532	0	0	0	0	0	0	2	8
KRTAP10-1	KRTAP10-1	NM_198691.3	protein_coding	0	3	8	9	1	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	3	4
KRTAP10-10	KRTAP10-10	NM_181688.3	protein_coding	0	8	11	16	3	0	0	0	0	2	0	5	0	0	9	0	0	0	0	0	8	8
KRTAP10-11	KRTAP10-11	NM_198692.3	protein_coding	0	0	4	26	0	0	0	0	0	0	0	15	0	0	4	0	0	0	0	0	0	11
KRTAP10-12	KRTAP10-12	NM_198699.1	protein_coding	0	1	2	32	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	1	11
KRTAP10-2	KRTAP10-2	NM_198693.4	protein_coding	0	3	6	29	7	0	1	1	0	0	0	7	0	0	5	0	0	0	0	0	3	14
KRTAP10-2	KRTAP10-2	NR_130165.1		0	0	0	38	0	0	0	0	0	0	0	7	0	9	0	8	0	0	0	0	0	14
KRTAP10-3	KRTAP10-3	NM_198696.3	protein_coding	0	4	4	17	0	0	1	0	0	0	0	9	0	0	4	0	0	0	0	0	4	7
KRTAP10-4	KRTAP10-4	NM_198687.2	protein_coding	0	0	2	46	3	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	23
KRTAP10-5	KRTAP10-5	NM_198694.3	protein_coding	0	0	4	51	1	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	30
KRTAP10-6	KRTAP10-6	NM_198688.3	protein_coding	1	1	1	36	2	0	0	0	0	0	0	21	0	0	1	0	0	0	1	1	0	13
KRTAP10-7	KRTAP10-7	NM_198689.3	protein_coding	0	5	6	41	5	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	5	16
KRTAP10-8	KRTAP10-8	NM_198695.2	protein_coding	0	0	3	19	1	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	4
KRTAP10-9	KRTAP10-9	NM_198690.3	protein_coding	0	4	3	25	3	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	4	9
KRTAP11-1	KRTAP11-1	NM_175858.3	protein_coding	0	0	2	9	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	5
KRTAP12-1	KRTAP12-1	NM_181686.2	protein_coding	0	1	1	47	1	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	1	30
KRTAP12-2	KRTAP12-2	NM_181684.3	protein_coding	0	0	7	24	0	0	1	0	0	0	0	9	0	0	7	0	0	0	0	0	0	14
KRTAP12-3	KRTAP12-3	NM_198697.2	protein_coding	0	0	1	27	1	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	16
KRTAP12-4	KRTAP12-4	NM_198698.1	protein_coding	0	1	0	36	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	1	21
KRTAP13-1	KRTAP13-1	NM_181599.3	protein_coding	0	1	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4
KRTAP13-2	KRTAP13-2	NM_181621.4	protein_coding	1	1	1	6	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	1	0
KRTAP13-3	KRTAP13-3	NM_181622.2	protein_coding	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10
KRTAP13-4	KRTAP13-4	NM_181600.2	protein_coding	0	0	2	22	2	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	6
KRTAP15-1	KRTAP15-1	NM_181623.2	protein_coding	0	1	1	21	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	1	8
KRTAP19-1	KRTAP19-1	NM_181607.3	protein_coding	0	0	0	12	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
KRTAP19-2	KRTAP19-2	NM_181608.2	protein_coding	0	0	0	21	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11
KRTAP19-3	KRTAP19-3	NM_181609.4	protein_coding	0	0	0	19	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5
KRTAP19-4	KRTAP19-4	NM_181610.3	protein_coding	0	0	1	12	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	8
KRTAP19-5	KRTAP19-5	NM_181611.3	protein_coding	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4
KRTAP19-6	KRTAP19-6	NM_001303120.1	protein_coding	1	1	0	20	0	0	0	0	0	0	0	9	0	1	0	0	1	1	0	0	1	11
KRTAP19-6	KRTAP19-6	NM_181612.3	protein_coding	1	1	0	20	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	11
KRTAP19-7	KRTAP19-7	NM_181614.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
KRTAP19-8	KRTAP19-8	NM_001099219.1	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
KRTAP20-1	KRTAP20-1	NM_181615.2	protein_coding	0	0	1	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	4
KRTAP20-2	KRTAP20-2	NM_181616.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
KRTAP20-3	KRTAP20-3	NM_001128077.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4
KRTAP20-4	KRTAP20-4	NM_001350977.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7
KRTAP21-1	KRTAP21-1	NM_181619.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
KRTAP21-2	KRTAP21-2	NM_181617.3	protein_coding	0	0	1	12	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	2
KRTAP21-3	KRTAP21-3	NM_001164435.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
KRTAP22-1	KRTAP22-1	NM_181620.2	protein_coding	0	0	1	17	2	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	7
KRTAP22-2	KRTAP22-2	NM_001164434.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
KRTAP23-1	KRTAP23-1	NM_181624.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10
KRTAP24-1	KRTAP24-1	NM_001085455.3	protein_coding	0	0	1	12	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	7
KRTAP25-1	KRTAP25-1	NM_001128598.1	protein_coding	0	1	1	7	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	1	1
KRTAP26-1	KRTAP26-1	NM_203405.2	protein_coding	0	1	1	17	2	1	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	9
KRTAP27-1	KRTAP27-1	NM_001077711.1	protein_coding	0	0	1	15	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	5
KRTAP6-1	KRTAP6-1	NM_181602.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6
KRTAP6-2	KRTAP6-2	NM_181604.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
KRTAP6-3	KRTAP6-3	NM_181605.4	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2
KRTAP7-1	KRTAP7-1	NM_181606.3	protein_coding	0	2	2	13	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	2	4
KRTAP8-1	KRTAP8-1	NM_175857.4	protein_coding	0	0	0	18	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7
